cellnumber,    x-coordinate,    y-coordinate,        pressure,     temperature,          y-plus,       heat-flux,face-area-magnitude
147,0.0411349809674,0.109577299508,220131.016348,666.94064447,0.35322998224,-139625.419167,0.000390752530656
148,0.0409669995373,0.109930103976,219819.404146,667.101228567,0.353245622782,-139266.556306,0.000390756327756
149,0.040798064803,0.110282457949,219488.927306,667.260720203,0.35330050455,-138898.618349,0.000390761561555
150,0.0406281506259,0.110634347378,219141.771361,667.418906862,0.353409723784,-138525.602417,0.000390768475267
151,0.0404572308672,0.110985758213,218781.68961,667.575698521,0.35354947436,-138144.083826,0.000390777318832
152,0.0402852791996,0.111336676261,218409.960467,667.730870736,0.353691969519,-137755.132433,0.000390788258584
153,0.0401122626537,0.111687082291,218024.87459,667.884241441,0.353840472576,-137366.665219,0.000390798520948
154,0.0399381338995,0.112036946176,217623.461394,668.034942679,0.353988299258,-136968.257867,0.000390804868322
155,0.0397628372165,0.112386231426,217203.594121,668.183252827,0.35414529386,-136545.808426,0.000390807719852
156,0.0395863164014,0.112734901182,216765.704452,668.327989345,0.354347025302,-136118.267998,0.000390807760562
157,0.0394085152506,0.113082918588,216311.115074,668.46980835,0.354603392972,-135686.877093,0.00039080571008
158,0.0392293775606,0.113430246785,215841.973789,668.60822646,0.354932969777,-135255.563694,0.000390802322686
159,0.0390488471279,0.113776848916,215364.131683,668.742920192,0.355346110787,-134832.760777,0.000390798387342
160,0.038866867749,0.114122688123,214883.946121,668.87345171,0.355777288298,-134415.919526,0.000390794727714
161,0.0386833832205,0.114467727548,214398.521396,668.998976803,0.356137128923,-133985.61626,0.000390792202175
162,0.0384983373387,0.114811930334,213897.50134,669.118762333,0.356450276065,-133529.987659,0.000390791703793
163,0.0383116739002,0.115155259623,213376.725391,669.232932387,0.35684763349,-133064.239942,0.000390794160294
164,0.0381233367015,0.115497678557,212844.969296,669.342007811,0.357429767137,-132618.014576,0.000390800534002
165,0.0379332695392,0.115839150278,212318.916292,669.44641514,0.358175933203,-132209.15071,0.000390811821755
166,0.0377414162096,0.11617963793,211811.953042,669.546066859,0.358942928247,-131828.029606,0.000390829054786
167,0.0375477205093,0.116519104654,211322.20172,669.64008436,0.359559930821,-131440.199577,0.00039085329858
168,0.0373521259638,0.116857512949,210832.224974,669.728034884,0.359998680497,-131018.720916,0.00039088481351
169,0.0371545720818,0.117194815782,210324.346514,669.810330913,0.360434336983,-130570.806278,0.000390913242417
170,0.0369549918925,0.117530950744,209801.409933,669.887330776,0.361081711695,-130130.445085,0.000390931724222
171,0.0367533156297,0.117865848791,209286.603454,669.959100774,0.361972167434,-129733.313419,0.000390941810719
172,0.0365494734648,0.118199440731,208800.683869,670.026389292,0.36292763208,-129377.941076,0.00039094531955
173,0.0363433955696,0.118531657374,208343.772179,670.089281382,0.363751840568,-129025.742232,0.000390944142046
174,0.0361350121154,0.118862429528,207899.812595,670.147363986,0.364436526646,-128650.837307,0.000390940243492
175,0.0359242532739,0.119191688001,207457.560989,670.201179506,0.365150975548,-128265.466742,0.000390935663313
176,0.0357110492166,0.119519363603,207024.462055,670.252315453,0.366066112217,-127905.655728,0.000390932515167
177,0.0354953301151,0.119845387143,206623.285206,670.301542177,0.367200117222,-127602.60686,0.000390932986924
178,0.0352770261409,0.120169689428,206276.078864,670.347748678,0.368369153868,-127362.289009,0.000390939340526
179,0.0350560674655,0.120492201269,205982.02839,670.391411091,0.369301023847,-127139.96864,0.000390953911711
180,0.0348323842606,0.120812853472,205711.397666,670.432652556,0.369894738011,-126881.057449,0.000390979109585
181,0.0346059066976,0.121131576848,205429.523941,670.472104161,0.370323991644,-126565.533773,0.000391017416019
182,0.0343765649482,0.121448302205,205124.500944,670.510309826,0.370864181193,-126214.928947,0.000391071384878
183,0.0341442891838,0.121762960352,204812.77316,670.548590062,0.371681201608,-125871.521369,0.000391143641041
184,0.0339090094303,0.122075478771,204524.549942,670.587878001,0.372754767577,-125583.518787,0.000391231760727
185,0.0336706545575,0.122385758556,204281.8131,670.630274451,0.37385359503,-125341.000773,0.000391303429407
186,0.0334291519964,0.122693667963,204076.455291,670.674871218,0.374672362136,-125070.746867,0.000391347741048
187,0.0331844287487,0.122999065439,203870.956812,670.717694914,0.375158566103,-124738.305845,0.000391369082003
188,0.0329364118142,0.123301809398,203626.279377,670.761648258,0.375553729277,-124320.800055,0.000391372081747
189,0.0326850281929,0.123601758252,203335.65406,670.809229739,0.376173213637,-123836.732684,0.000391361561066
190,0.0324302048846,0.123898770414,203018.76374,670.86302759,0.377149505179,-123315.4014,0.000391342534003
191,0.0321718688895,0.124192704297,202700.829317,670.925313472,0.378568299952,-122781.706307,0.000391320209276
192,0.0319099472073,0.124483418315,202425.500641,670.99805541,0.380586494872,-122282.051917,0.000391299991106
193,0.0316443668381,0.124770770879,202259.335389,671.083824582,0.383669352434,-121918.77477,0.000391287479336
194,0.0313750547817,0.125054620402,202326.432335,671.183687587,0.386585570666,-121753.954661,0.000391288468766
195,0.0311019380382,0.125334825298,202661.497827,671.29772543,0.38991418796,-121719.409089,0.000391308947603
196,0.0308249436074,0.12561124398,203197.371452,671.425170016,0.391814543668,-121768.585557,0.000391355094916
197,0.0305439984893,0.125883734859,203823.716122,671.562200859,0.392860730002,-121660.666155,0.000391433277008
198,0.0302590296839,0.126152156349,204436.113862,671.710043799,0.393686175526,-121441.238009,0.0003915500426
199,0.0299699641914,0.126416366863,205045.43885,671.868265465,0.394963166196,-121181.009886,0.000391712115785
200,0.0296767370038,0.126676217102,205706.834494,672.034565628,0.396606472746,-120975.72381,0.000391904208787
